timestamp,id,gender,age,x1,y1,x2,y2
2025-12-11 12:08:38,1,-,-,-2955,-964,10054,12402
2025-12-11 12:08:38,2,-,-,3610,2202,7492,4859
2025-12-11 12:08:38,3,-,-,594,4780,13341,13924
2025-12-11 12:08:38,4,-,-,6940,4273,14831,9723
2025-12-11 12:08:38,5,-,-,-2982,-911,10044,12462
2025-12-11 12:08:38,6,-,-,539,4809,13275,14110
2025-12-11 12:08:38,7,-,-,6914,4241,14714,9764
2025-12-11 12:08:38,8,-,-,-3096,-1042,9849,12410
2025-12-11 12:08:38,9,-,-,3393,1979,7160,4646
2025-12-11 12:08:38,10,-,-,612,4620,12604,13667
2025-12-11 12:08:38,11,-,-,6536,3857,14160,9314
2025-12-11 12:08:38,12,-,-,-3088,-1002,9986,12321
2025-12-11 12:08:38,13,-,-,3592,2230,7376,4884
2025-12-11 12:08:38,14,-,-,528,4719,13009,13970
2025-12-11 12:08:38,15,-,-,6850,4318,14526,9754
2025-12-11 12:08:38,16,-,-,-3144,-856,9985,12418
2025-12-11 12:08:38,17,-,-,489,4732,12939,14117
2025-12-11 12:08:38,18,-,-,-3324,-951,9939,12454
2025-12-11 12:08:38,19,-,-,3158,1776,6980,4649
2025-12-11 12:08:38,20,-,-,399,4528,12473,13861
2025-12-11 12:08:38,21,-,-,6052,3494,13759,9313
2025-12-11 12:08:38,22,-,-,5966,3492,13742,9318
2025-12-11 12:08:38,23,-,-,3042,1708,6872,4587
2025-12-11 12:08:38,24,-,-,460,4428,12603,13738
2025-12-11 12:08:38,25,-,-,5857,3365,13594,9201
2025-12-11 12:08:39,26,-,-,3105,1655,6913,4546
2025-12-11 12:08:39,27,-,-,385,4330,12547,13767
2025-12-11 12:08:39,28,-,-,5907,3257,13614,9123
2025-12-11 12:08:39,29,-,-,441,4349,12878,13851
2025-12-11 12:08:39,30,-,-,5959,3286,13740,9168
2025-12-11 12:08:39,31,-,-,6029,3220,13709,9110
2025-12-11 12:08:39,32,-,-,3043,1627,6804,4524
2025-12-11 12:08:39,33,-,-,456,4294,12559,13691
2025-12-11 12:08:39,34,-,-,5843,3212,13451,9077
2025-12-11 12:08:39,35,-,-,554,4252,12782,13792
2025-12-11 12:08:39,36,-,-,3071,1778,6921,4661
2025-12-11 12:08:39,37,-,-,5908,3491,13699,9342
2025-12-11 12:08:39,38,-,-,-3439,-1020,9747,12432
2025-12-11 12:08:39,39,-,-,91,4413,12210,13708
2025-12-11 12:08:39,40,-,-,5896,3379,13699,9274
2025-12-11 12:08:39,41,-,-,-3178,-979,10061,12430
2025-12-11 12:08:39,42,-,-,3225,1775,7036,4637
2025-12-11 12:08:39,43,-,-,6192,3467,13896,9281
2025-12-11 12:08:39,44,-,-,500,4317,12713,13744
2025-12-11 12:08:39,45,-,-,316,4342,12775,13982
2025-12-11 12:08:39,46,-,-,673,4398,12781,13669
2025-12-11 12:08:39,47,-,-,6055,3456,13860,9231
2025-12-11 12:08:39,48,-,-,5921,3259,13489,9024
2025-12-11 12:08:39,49,-,-,-3291,-861,9926,12483
2025-12-11 12:08:39,50,-,-,3316,1655,7006,4468
2025-12-11 12:08:39,51,-,-,274,4449,12705,14047
2025-12-11 12:08:39,52,-,-,6348,3267,13828,8994
2025-12-11 12:08:40,53,-,-,-3293,-1013,9833,12383
2025-12-11 12:08:40,54,-,-,292,4415,12456,13761
2025-12-11 12:08:40,55,-,-,302,4438,12788,14009
2025-12-11 12:08:40,56,-,-,6265,3358,13837,9087
2025-12-11 12:08:40,57,-,-,5724,3306,13531,9294
2025-12-11 12:08:40,58,-,-,3197,1844,7094,4804
2025-12-11 12:08:40,59,-,-,6120,3612,13976,9608
2025-12-11 12:08:40,60,-,-,389,4264,12965,14192
2025-12-11 12:08:40,61,-,-,-3176,-878,10174,12523
2025-12-11 12:08:40,62,-,-,272,4364,12609,13892
2025-12-11 12:08:40,63,-,-,-3241,-1006,10005,12435
2025-12-11 12:08:40,64,-,-,549,4459,12920,13999
2025-12-11 12:08:40,65,-,-,5996,3534,13851,9422
2025-12-11 12:08:40,66,-,-,570,4320,12898,13941
2025-12-11 12:08:41,67,-,-,6052,3486,13909,9411
2025-12-11 12:08:41,68,-,-,3281,1799,7094,4679
2025-12-11 12:08:41,69,-,-,212,4515,12985,14253
2025-12-11 12:08:41,70,-,-,6280,3543,13989,9387
2025-12-11 12:08:41,71,-,-,3002,1888,7159,5018
2025-12-11 12:08:41,72,-,-,494,4487,13013,14167
2025-12-11 12:08:41,73,-,-,5804,3709,14143,10007
2025-12-11 12:08:41,74,-,-,-3255,-950,9997,12496
2025-12-11 12:08:41,75,-,-,314,4440,12847,14130
2025-12-11 12:08:41,76,-,-,3039,1820,6991,4830
2025-12-11 12:08:41,77,-,-,5860,3575,13814,9654
2025-12-11 12:08:41,78,-,-,5829,3486,13813,9599
2025-12-11 12:08:41,79,-,-,6106,3505,14036,9509
2025-12-11 12:08:41,80,-,-,3111,1771,7013,4721
2025-12-11 12:08:41,81,-,-,3102,1737,6903,4602
2025-12-11 12:08:41,82,-,-,3112,1832,7038,4823
2025-12-11 12:08:41,83,-,-,352,4440,12935,14187
2025-12-11 12:08:41,84,-,-,5993,3599,13909,9653
2025-12-11 12:08:41,85,-,-,-3139,-974,10121,12476
2025-12-11 12:08:41,86,-,-,650,4343,12956,13990
2025-12-11 12:08:41,87,-,-,5985,3622,14018,9783
2025-12-11 12:08:41,88,-,-,453,4308,12714,13908
2025-12-11 12:08:41,89,-,-,5847,3402,13838,9492
2025-12-11 12:08:41,90,-,-,6084,3631,14090,9722
2025-12-11 12:08:42,91,-,-,-3294,-987,9930,12486
2025-12-11 12:08:42,92,-,-,2948,1774,6915,4811
2025-12-11 12:08:42,93,-,-,5735,3516,13732,9647
2025-12-11 12:08:42,94,-,-,473,4423,13192,14428
2025-12-11 12:08:42,95,-,-,3207,1850,7186,4857
2025-12-11 12:08:42,96,-,-,6165,3640,14168,9715
2025-12-11 12:08:42,97,-,-,5856,3528,13920,9659
2025-12-11 12:08:42,98,-,-,-3166,-909,10008,12455
2025-12-11 12:08:42,99,-,-,5907,3415,13627,9235
2025-12-11 12:08:42,100,-,-,3481,1733,7052,4431
2025-12-11 12:08:42,101,-,-,6674,3395,13948,8912
2025-12-11 12:08:42,102,-,-,3139,1662,6847,4468
2025-12-11 12:08:42,103,-,-,366,4358,12593,13710
2025-12-11 12:08:42,104,-,-,6037,3282,13563,8999
2025-12-11 12:08:42,105,-,-,3565,1786,7200,4526
2025-12-11 12:08:42,106,-,-,422,4518,12620,13771
2025-12-11 12:08:42,107,-,-,6787,3497,14184,9093
2025-12-11 12:08:42,108,-,-,-2819,-810,9978,12557
2025-12-11 12:08:42,109,-,-,3546,2247,7209,4971
2025-12-11 12:08:42,110,-,-,141,4782,14046,15101
2025-12-11 12:08:42,111,-,-,6928,4440,14519,10070
2025-12-11 12:08:42,112,-,-,3397,2026,7160,4733
2025-12-11 12:08:42,113,-,-,74,4682,13400,14279
2025-12-11 12:08:42,114,-,-,6460,3978,14173,9530
2025-12-11 12:08:42,115,-,-,-3158,-838,9954,12516
2025-12-11 12:08:42,116,-,-,3654,2025,7473,4818
2025-12-11 12:08:42,117,-,-,279,4760,13075,14253
2025-12-11 12:08:42,118,-,-,6987,3973,14720,9667
2025-12-11 12:08:42,119,-,-,-3092,-1065,9671,12305
2025-12-11 12:08:42,120,-,-,3445,1900,7070,4485
2025-12-11 12:08:42,121,-,-,6580,3715,13975,9031
2025-12-11 12:08:42,122,-,-,3664,2188,7461,4918
2025-12-11 12:08:42,123,-,-,265,4789,13309,14311
2025-12-11 12:08:42,124,-,-,7042,4289,14791,9875
2025-12-11 12:08:42,125,-,-,3500,2040,7264,4692
2025-12-11 12:08:42,126,-,-,433,4740,12989,14010
2025-12-11 12:08:42,127,-,-,6757,3994,14420,9432
2025-12-11 12:08:42,128,-,-,6643,3865,14411,9464
2025-12-11 12:08:43,129,-,-,3751,1923,7363,4563
2025-12-11 12:08:43,130,-,-,7182,3766,14541,9174
2025-12-11 12:08:43,131,-,-,-3143,-912,9886,12478
2025-12-11 12:08:43,132,-,-,3626,1883,7380,4622
2025-12-11 12:08:43,133,-,-,444,4506,12777,13821
2025-12-11 12:08:43,134,-,-,6882,3671,14495,9263
2025-12-11 12:08:43,135,-,-,3713,1986,7479,4722
2025-12-11 12:08:43,136,-,-,658,4717,13499,14041
2025-12-11 12:08:43,137,-,-,7134,3878,14798,9469
2025-12-11 12:08:43,138,-,-,348,4824,13173,14030
2025-12-11 12:08:43,139,-,-,7079,3995,14615,9494
2025-12-11 12:08:43,140,-,-,284,4667,12637,13875
2025-12-11 12:08:43,141,-,-,-3090,-837,10025,12487
2025-12-11 12:08:43,142,-,-,345,4741,13241,14221
2025-12-11 12:08:43,143,-,-,7073,3868,14581,9457
2025-12-11 12:08:43,144,-,-,-2995,-1007,9900,12356
2025-12-11 12:08:43,145,-,-,474,4529,13050,13692
2025-12-11 12:08:43,146,-,-,6696,3597,14339,9109
2025-12-11 12:08:43,147,-,-,759,4828,13255,14049
2025-12-11 12:08:43,148,-,-,3679,2032,7340,4678
2025-12-11 12:08:43,149,-,-,6990,3977,14430,9390
2025-12-11 12:08:43,150,-,-,186,4875,12998,14239
2025-12-11 12:08:43,151,-,-,-2988,-886,10013,12432
2025-12-11 12:08:43,152,-,-,3860,2026,7528,4693
2025-12-11 12:08:43,153,-,-,579,4844,13223,13956
2025-12-11 12:08:43,154,-,-,7350,3953,14829,9423
2025-12-11 12:08:43,155,-,-,343,4898,13459,14560
2025-12-11 12:08:43,156,-,-,7094,4209,14581,9629
2025-12-11 12:08:43,157,-,-,6924,3968,14567,9559
2025-12-11 12:08:43,158,-,-,3624,1908,7283,4615
2025-12-11 12:08:43,159,-,-,420,4843,13263,14261
2025-12-11 12:08:43,160,-,-,6943,3750,14404,9290
2025-12-11 12:08:43,161,-,-,3438,1949,7189,4664
2025-12-11 12:08:43,162,-,-,268,4654,12917,13958
2025-12-11 12:08:43,163,-,-,6564,3831,14196,9377
2025-12-11 12:08:43,164,-,-,3520,1905,7246,4618
2025-12-11 12:08:43,165,-,-,6753,3720,14315,9260
2025-12-11 12:08:44,166,-,-,339,4691,12823,14033
2025-12-11 12:08:44,167,-,-,6912,3832,14329,9331
2025-12-11 12:08:44,168,-,-,3516,1865,7197,4557
2025-12-11 12:08:44,169,-,-,6724,3659,14218,9169
2025-12-11 12:08:44,170,-,-,6692,3782,14264,9352
2025-12-11 12:08:44,171,-,-,595,4648,12804,13702
2025-12-11 12:08:44,172,-,-,373,4643,12797,13840
2025-12-11 12:08:44,173,-,-,6732,3805,14334,9377
2025-12-11 12:08:44,174,-,-,7051,3839,14452,9275
2025-12-11 12:08:44,175,-,-,-3246,-948,9906,12389
2025-12-11 12:08:44,176,-,-,359,4513,12677,13790
2025-12-11 12:08:44,177,-,-,6564,3795,14108,9282
2025-12-11 12:08:44,178,-,-,339,4711,12988,14083
2025-12-11 12:08:44,179,-,-,3433,1822,7144,4577
2025-12-11 12:08:44,180,-,-,725,4609,13046,13908
2025-12-11 12:08:44,181,-,-,6554,3562,14078,9190
2025-12-11 12:08:44,182,-,-,6620,3574,14186,9098
2025-12-11 12:08:44,183,-,-,-3211,-864,9977,12509
2025-12-11 12:08:44,184,-,-,469,4877,12793,14050
2025-12-11 12:08:44,185,-,-,6924,3813,14512,9427
2025-12-11 12:08:44,186,-,-,3352,1842,7081,4633
2025-12-11 12:08:44,187,-,-,6419,3661,13999,9333
2025-12-11 12:08:44,188,-,-,-3206,-801,10016,12599
2025-12-11 12:08:44,189,-,-,452,5033,12954,14186
2025-12-11 12:08:44,190,-,-,6664,3842,14221,9509
2025-12-11 12:08:44,191,-,-,3464,1961,7268,4760
2025-12-11 12:08:44,192,-,-,337,5175,13119,14303
2025-12-11 12:08:44,193,-,-,3348,1946,7136,4736
2025-12-11 12:08:44,194,-,-,6429,3822,14092,9518
2025-12-11 12:08:44,195,-,-,3460,1775,7113,4502
2025-12-11 12:08:44,196,-,-,460,4696,13133,13994
2025-12-11 12:08:44,197,-,-,-3121,-927,9973,12454
2025-12-11 12:08:44,198,-,-,628,4831,12754,13625
2025-12-11 12:08:45,199,-,-,3649,1985,7367,4702
2025-12-11 12:08:45,200,-,-,354,4804,13088,14136
2025-12-11 12:08:45,201,-,-,6951,3888,14509,9454
2025-12-11 12:08:45,202,-,-,-3304,-957,9830,12409
2025-12-11 12:08:45,203,-,-,226,4665,12579,13791
2025-12-11 12:08:45,204,-,-,6485,3588,14022,9156
2025-12-11 12:08:45,205,-,-,6496,3543,14024,9072
2025-12-11 12:08:45,206,-,-,-3082,-804,10052,12505
2025-12-11 12:08:45,207,-,-,3272,1784,6994,4557
2025-12-11 12:08:45,208,-,-,6245,3503,13816,9168
2025-12-11 12:08:45,209,-,-,290,4770,12640,13867
2025-12-11 12:08:45,210,-,-,6615,3468,14189,9067
2025-12-11 12:08:45,211,-,-,3357,1741,7024,4473
2025-12-11 12:08:45,212,-,-,6420,3444,13888,9027
2025-12-11 12:08:45,213,-,-,-3230,-926,9870,12481
2025-12-11 12:08:45,214,-,-,3400,1892,7160,4643
2025-12-11 12:08:45,215,-,-,-3298,-908,9823,12469
2025-12-11 12:08:45,216,-,-,103,4854,12698,13867
2025-12-11 12:08:45,217,-,-,-3274,-815,9861,12502
2025-12-11 12:08:45,218,-,-,159,4828,12757,14042
2025-12-11 12:08:45,219,-,-,3351,1791,7078,4567
2025-12-11 12:08:45,220,-,-,6398,3523,13955,9178
2025-12-11 12:08:45,221,-,-,565,4777,12739,13844
2025-12-11 12:08:45,222,-,-,6638,3630,14164,9225
2025-12-11 12:08:45,223,-,-,3441,1909,7241,4708
2025-12-11 12:08:45,224,-,-,544,4705,13119,14123
2025-12-11 12:08:45,225,-,-,6591,3747,14288,9444
2025-12-11 12:08:45,226,-,-,-3139,-998,9938,12393
2025-12-11 12:08:45,227,-,-,627,4586,12650,13583
2025-12-11 12:08:45,228,-,-,6576,3609,14120,9273
2025-12-11 12:08:46,229,-,-,6322,3511,13903,9205
2025-12-11 12:08:46,230,-,-,476,4582,13138,13906
2025-12-11 12:08:46,231,-,-,3548,1932,7340,4702
2025-12-11 12:08:46,232,-,-,6799,3789,14489,9442
2025-12-11 12:08:46,233,-,-,3578,2069,7460,4863
2025-12-11 12:08:46,234,-,-,538,4929,13340,14233
2025-12-11 12:08:46,235,-,-,6893,4061,14746,9755
2025-12-11 12:08:46,236,-,-,257,4697,12808,14048
2025-12-11 12:08:46,237,-,-,-3238,-883,9991,12520
2025-12-11 12:08:46,238,-,-,252,4627,12956,14137
2025-12-11 12:08:46,239,-,-,-3022,-868,10150,12490
2025-12-11 12:08:46,240,-,-,647,4596,13304,14143
2025-12-11 12:08:46,241,-,-,6342,3647,14235,9504
2025-12-11 12:08:46,242,-,-,3168,1790,7018,4691
2025-12-11 12:08:46,243,-,-,6137,3547,13925,9432
2025-12-11 12:08:46,244,-,-,3092,1720,6937,4624
2025-12-11 12:08:46,245,-,-,232,4445,12474,13693
2025-12-11 12:08:46,246,-,-,5952,3424,13752,9323
2025-12-11 12:08:46,247,-,-,3208,1834,7167,4756
2025-12-11 12:08:46,248,-,-,6163,3619,14147,9539
2025-12-11 12:08:46,249,-,-,-3139,-933,10029,12480
2025-12-11 12:08:46,250,-,-,518,4716,12957,13808
2025-12-11 12:08:46,251,-,-,6613,3732,14446,9472
2025-12-11 12:08:46,252,-,-,346,4650,12752,13868
2025-12-11 12:08:46,253,-,-,6145,3707,14092,9590
2025-12-11 12:08:46,254,-,-,6821,3995,14648,9755
2025-12-11 12:08:46,255,-,-,3579,1995,7388,4825
2025-12-11 12:08:46,256,-,-,619,4742,12946,13987
2025-12-11 12:08:46,257,-,-,6861,3908,14579,9675
2025-12-11 12:08:46,258,-,-,3459,1831,7221,4651
2025-12-11 12:08:46,259,-,-,6626,3610,14252,9353
2025-12-11 12:08:47,260,-,-,6528,3705,14193,9505
2025-12-11 12:08:47,261,-,-,222,4656,12454,13832
2025-12-11 12:08:47,262,-,-,432,4684,12540,13892
2025-12-11 12:08:47,263,-,-,6368,3587,13932,9255
2025-12-11 12:08:47,264,-,-,3445,1748,7107,4483
2025-12-11 12:08:47,265,-,-,6629,3459,14066,9040
2025-12-11 12:08:47,266,-,-,3337,1861,7190,4717
2025-12-11 12:08:47,267,-,-,552,4548,12608,13644
2025-12-11 12:08:47,268,-,-,-3327,-901,9857,12484
2025-12-11 12:08:47,269,-,-,6463,3562,14091,9336
2025-12-11 12:08:47,270,-,-,-3227,-1001,9881,12382
2025-12-11 12:08:47,271,-,-,376,4562,12652,13811
2025-12-11 12:08:47,272,-,-,3347,1794,7118,4621
2025-12-11 12:08:47,273,-,-,6501,3426,14241,9258
2025-12-11 12:08:47,274,-,-,-3207,-842,10113,12556
2025-12-11 12:08:47,275,-,-,455,4755,12986,14071
2025-12-11 12:08:47,276,-,-,-3180,-906,9968,12436
2025-12-11 12:08:47,277,-,-,344,4593,12972,14084
2025-12-11 12:08:47,278,-,-,3223,1749,6985,4564
2025-12-11 12:08:47,279,-,-,6216,3467,13842,9191
2025-12-11 12:08:47,280,-,-,-3308,-848,9910,12544
2025-12-11 12:08:47,281,-,-,60,4736,12869,14081
2025-12-11 12:08:47,282,-,-,108,4893,12820,14082
2025-12-11 12:08:47,283,-,-,-3290,-799,10081,12632
2025-12-11 12:08:47,284,-,-,418,5170,12929,14299
2025-12-11 12:08:47,285,-,-,783,4982,12856,14035
2025-12-11 12:08:47,286,-,-,-3147,-779,10111,12640
2025-12-11 12:08:47,287,-,-,3167,1863,6956,4749
2025-12-11 12:08:47,288,-,-,607,5141,13039,14467
2025-12-11 12:08:47,289,-,-,6140,3694,13784,9527
2025-12-11 12:08:48,290,-,-,3067,1703,6850,4713
2025-12-11 12:08:48,291,-,-,664,4718,12826,14208
2025-12-11 12:08:48,292,-,-,5979,3398,13612,9458
2025-12-11 12:08:48,293,-,-,620,4765,12828,14370
2025-12-11 12:08:48,294,-,-,6262,3546,13907,9599
2025-12-11 12:08:48,295,-,-,-3014,-814,10123,12706
2025-12-11 12:08:48,296,-,-,3387,1873,7215,5036
2025-12-11 12:08:48,297,-,-,532,4900,13482,15153
2025-12-11 12:08:48,298,-,-,6599,3731,14303,10065
2025-12-11 12:08:48,299,-,-,640,4588,13145,14830
2025-12-11 12:08:48,300,-,-,6456,3416,13866,9771
2025-12-11 12:08:48,301,-,-,-3161,-874,9928,12544
2025-12-11 12:08:48,302,-,-,3156,1687,6929,4730
2025-12-11 12:08:48,303,-,-,550,4629,12764,14307
2025-12-11 12:08:48,304,-,-,6129,3367,13732,9480
2025-12-11 12:08:48,305,-,-,526,4765,12816,14419
2025-12-11 12:08:48,306,-,-,3223,1716,6824,4599
2025-12-11 12:08:48,307,-,-,658,4707,13016,14414
2025-12-11 12:08:48,308,-,-,6790,3298,14058,9227
2025-12-11 12:08:48,309,-,-,3376,1759,6969,4645
2025-12-11 12:08:48,310,-,-,3427,1703,7020,4517
2025-12-11 12:08:48,311,-,-,602,4598,12560,14006
2025-12-11 12:08:48,312,-,-,6637,3373,13916,9062
2025-12-11 12:08:48,313,-,-,537,4829,12732,14461
2025-12-11 12:08:48,314,-,-,6067,3555,13516,9462
2025-12-11 12:08:48,315,-,-,-3078,-896,9994,12504
2025-12-11 12:08:48,316,-,-,6241,3345,13698,9329
2025-12-11 12:08:48,317,-,-,6445,3395,13773,9235
2025-12-11 12:08:48,318,-,-,3067,1661,6761,4571
2025-12-11 12:08:48,319,-,-,652,4778,13122,14517
2025-12-11 12:08:48,320,-,-,6021,3329,13515,9213
